ParcelID,DocumentDate,PropertyType,SalePrice,lat,lon,blkgrp
1247100050,5/27/2017,11,925000,47.6821,-122.18876999999999,530330000000.0
8691500890,8/4/2016,11,342000,47.440020000000004,-122.11391,530330000000.0
8691500890,11/4/2016,11,423000,47.440020000000004,-122.11391,530330000000.0
9834201320,9/9/2016,11,564800,47.570570000000004,-122.28738,530330000000.0
8899000240,6/1/2017,11,445000,47.45642,-122.20912,530330000000.0
8820900530,6/7/2017,11,400000,47.7185,-122.28698999999999,530330000000.0
1026049084,8/19/2016,11,550000,47.75156,-122.28261,530330000000.0
2724079077,4/8/2017,11,679000,47.53501,-121.90253,530330000000.0
6321000200,1/24/2018,11,1175000,47.617290000000004,-122.28493,530330000000.0
3401700106,4/12/2017,11,1120000,47.73731,-122.12665,530330000000.0
7682200350,5/2/2018,11,360000,47.334540000000004,-122.30078999999999,530330000000.0
1778350330,8/17/2016,11,964000,47.55086,-122.08165,530330000000.0
9485300320,8/30/2016,11,350000,47.38963,-122.17256,530330000000.0
2024059024,3/1/2017,11,898000,47.55327,-122.19142,530330000000.0
7852090240,4/16/2018,11,1065000,47.53642,-121.87541999999999,530330000000.0
3820400060,12/6/2017,11,360000,47.44121,-122.18168,530330000000.0
7165700140,9/22/2016,11,359000,47.53229,-122.28183,530330000000.0
6880210150,6/21/2017,11,365000,47.390440000000005,-122.31711000000001,530330000000.0
1074100045,8/30/2016,11,365000,47.769020000000005,-122.33553,530330000000.0
1126049064,5/27/2017,11,2778000,47.75691,-122.26971,530330000000.0
3066200010,9/8/2016,11,859000,47.651140000000005,-122.12183999999999,530330000000.0
6646200150,12/29/2016,11,695000,47.62643,-122.04296000000001,530330000000.0
1088800500,11/23/2016,11,750000,47.73948,-122.20217,530330000000.0
1566100236,1/12/2017,11,533000,47.69898,-122.29919,530330000000.0
3876312500,6/27/2017,11,500000,47.735040000000005,-122.17506000000002,530330000000.0
4319200535,12/14/2016,11,343000,47.53797,-122.3771,530330000000.0
7334400500,10/17/2016,11,380000,47.4684,-121.74988,530330000000.0
3365900695,11/14/2016,11,341000,47.47521,-122.262,530330000000.0
1771000560,4/4/2017,11,353100,47.74277,-122.07309,530330000000.0
7853220160,5/8/2017,11,740000,47.53074,-121.86072,530330000000.0
7853220160,5/2/2017,11,740000,47.53074,-121.86072,530330000000.0
